FROM_CODE,FROM_DISPLAY_NM,TO_UNIQUE_ID,TO_SUBJECT_AREA,TO_CODE,TO_DISPLAY_NM,CODE_TRANSLATION_REQUIRED,NBS_CODE_SYSTEM_CD,NBS_CODE_SYSTEM_DESC_TXT,FROM_CODE_SYSTEM_CD,FROM_CODE_SYSTEM_DESC_TXT
0610090029,INDIANA,NBS111,CASE,0610090029,INDIANA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090029,INDIANA,NBS179,CASE,0610090029,INDIANA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090030,IOWA,NBS111,CASE,0610090030,IOWA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090030,IOWA,NBS179,CASE,0610090030,IOWA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090031,IVORY COAST,NBS111,CASE,0610090031,IVORY COAST,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090031,IVORY COAST,NBS179,CASE,0610090031,IVORY COAST,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090032,JAMAICA,NBS111,CASE,0610090032,JAMAICA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090032,JAMAICA,NBS179,CASE,0610090032,JAMAICA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090033,JAPAN,NBS111,CASE,0610090033,JAPAN,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090033,JAPAN,NBS179,CASE,0610090033,JAPAN,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090034,KANSAS,NBS111,CASE,0610090034,KANSAS,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090034,KANSAS,NBS179,CASE,0610090034,KANSAS,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090035,KENTUCKY,NBS111,CASE,0610090035,KENTUCKY,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090035,KENTUCKY,NBS179,CASE,0610090035,KENTUCKY,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090036,KOREA,NBS111,CASE,0610090036,KOREA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090036,KOREA,NBS179,CASE,0610090036,KOREA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090037,LOS ANGELES,NBS111,CASE,0610090037,LOS ANGELES,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090037,LOS ANGELES,NBS179,CASE,0610090037,LOS ANGELES,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090038,LOUISIANA,NBS111,CASE,0610090038,LOUISIANA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090038,LOUISIANA,NBS179,CASE,0610090038,LOUISIANA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090039,MAINE,NBS111,CASE,0610090039,MAINE,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090039,MAINE,NBS179,CASE,0610090039,MAINE,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090040,MALAYSIA,NBS111,CASE,0610090040,MALAYSIA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090040,MALAYSIA,NBS179,CASE,0610090040,MALAYSIA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090041,MARYLAND (EX. BALT.),NBS111,CASE,0610090041,MARYLAND (EX. BALT.),No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090041,MARYLAND (EX. BALT.),NBS179,CASE,0610090041,MARYLAND (EX. BALT.),No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090042,MASSACHUSETTS,NBS111,CASE,0610090042,MASSACHUSETTS,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090042,MASSACHUSETTS,NBS179,CASE,0610090042,MASSACHUSETTS,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090043,MEXICO,NBS111,CASE,0610090043,MEXICO,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090043,MEXICO,NBS179,CASE,0610090043,MEXICO,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090044,MICHIGAN,NBS111,CASE,0610090044,MICHIGAN,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090044,MICHIGAN,NBS179,CASE,0610090044,MICHIGAN,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090045,MINNESOTA,NBS111,CASE,0610090045,MINNESOTA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090045,MINNESOTA,NBS179,CASE,0610090045,MINNESOTA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090046,MISSISSIPPI,NBS111,CASE,0610090046,MISSISSIPPI,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090046,MISSISSIPPI,NBS179,CASE,0610090046,MISSISSIPPI,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090047,MISSOURI,NBS111,CASE,0610090047,MISSOURI,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090047,MISSOURI,NBS179,CASE,0610090047,MISSOURI,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090048,MONTANA,NBS111,CASE,0610090048,MONTANA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090048,MONTANA,NBS179,CASE,0610090048,MONTANA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090049,NAVAHO INDIAN HEALTH,NBS111,CASE,0610090049,NAVAHO INDIAN HEALTH,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090049,NAVAHO INDIAN HEALTH,NBS179,CASE,0610090049,NAVAHO INDIAN HEALTH,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090050,NEBRASKA,NBS111,CASE,0610090050,NEBRASKA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090050,NEBRASKA,NBS179,CASE,0610090050,NEBRASKA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090051,NEVADA,NBS111,CASE,0610090051,NEVADA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090051,NEVADA,NBS179,CASE,0610090051,NEVADA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090052,NEW HAMPSHIRE,NBS111,CASE,0610090052,NEW HAMPSHIRE,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090052,NEW HAMPSHIRE,NBS179,CASE,0610090052,NEW HAMPSHIRE,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090053,NEW JERSEY,NBS111,CASE,0610090053,NEW JERSEY,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090053,NEW JERSEY,NBS179,CASE,0610090053,NEW JERSEY,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090054,NEW MEXICO,NBS111,CASE,0610090054,NEW MEXICO,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090054,NEW MEXICO,NBS179,CASE,0610090054,NEW MEXICO,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090055,NEW YORK CITY,NBS111,CASE,0610090055,NEW YORK CITY,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090055,NEW YORK CITY,NBS179,CASE,0610090055,NEW YORK CITY,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090056,NEW YORK STATE,NBS111,CASE,0610090056,NEW YORK STATE,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090056,NEW YORK STATE,NBS179,CASE,0610090056,NEW YORK STATE,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090057,NICARAGUA,NBS111,CASE,0610090057,NICARAGUA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090057,NICARAGUA,NBS179,CASE,0610090057,NICARAGUA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090058,NORTH CAROLINA,NBS111,CASE,0610090058,NORTH CAROLINA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090058,NORTH CAROLINA,NBS179,CASE,0610090058,NORTH CAROLINA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090059,NORTH DAKOTA,NBS111,CASE,0610090059,NORTH DAKOTA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090059,NORTH DAKOTA,NBS179,CASE,0610090059,NORTH DAKOTA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090060,OHIO,NBS111,CASE,0610090060,OHIO,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090060,OHIO,NBS179,CASE,0610090060,OHIO,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090061,OKLAHOMA,NBS111,CASE,0610090061,OKLAHOMA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090061,OKLAHOMA,NBS179,CASE,0610090061,OKLAHOMA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090062,OREGON,NBS111,CASE,0610090062,OREGON,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090062,OREGON,NBS179,CASE,0610090062,OREGON,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090063,PAKISTAN,NBS111,CASE,0610090063,PAKISTAN,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090063,PAKISTAN,NBS179,CASE,0610090063,PAKISTAN,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090064,PANAMA,NBS111,CASE,0610090064,PANAMA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090064,PANAMA,NBS179,CASE,0610090064,PANAMA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090065,PARAGUAY,NBS111,CASE,0610090065,PARAGUAY,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090065,PARAGUAY,NBS179,CASE,0610090065,PARAGUAY,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090066,PENNSYLVANIA,NBS111,CASE,0610090066,PENNSYLVANIA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090066,PENNSYLVANIA,NBS179,CASE,0610090066,PENNSYLVANIA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090067,PERU,NBS111,CASE,0610090067,PERU,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090067,PERU,NBS179,CASE,0610090067,PERU,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090068,PHILADELPHIA,NBS111,CASE,0610090068,PHILADELPHIA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090068,PHILADELPHIA,NBS179,CASE,0610090068,PHILADELPHIA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090069,PHILLIPINES,NBS111,CASE,0610090069,PHILLIPINES,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090069,PHILLIPINES,NBS179,CASE,0610090069,PHILLIPINES,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090070,PUERTO RICO,NBS111,CASE,0610090070,PUERTO RICO,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090070,PUERTO RICO,NBS179,CASE,0610090070,PUERTO RICO,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090071,RHODE ISLAND,NBS111,CASE,0610090071,RHODE ISLAND,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090071,RHODE ISLAND,NBS179,CASE,0610090071,RHODE ISLAND,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090072,SAN FRANCISCO,NBS111,CASE,0610090072,SAN FRANCISCO,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090072,SAN FRANCISCO,NBS179,CASE,0610090072,SAN FRANCISCO,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090073,SINGAPORE,NBS111,CASE,0610090073,SINGAPORE,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090073,SINGAPORE,NBS179,CASE,0610090073,SINGAPORE,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090074,SOUTH CAROLINA,NBS111,CASE,0610090074,SOUTH CAROLINA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090074,SOUTH CAROLINA,NBS179,CASE,0610090074,SOUTH CAROLINA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090075,SOUTH DAKOTA,NBS111,CASE,0610090075,SOUTH DAKOTA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090075,SOUTH DAKOTA,NBS179,CASE,0610090075,SOUTH DAKOTA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090076,STD CONTROL - DCHD,NBS111,CASE,0610090076,STD CONTROL - DCHD,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090076,STD CONTROL - DCHD,NBS179,CASE,0610090076,STD CONTROL - DCHD,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090077,STD CONTROL - LLCHD,NBS111,CASE,0610090077,STD CONTROL - LLCHD,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090077,STD CONTROL - LLCHD,NBS179,CASE,0610090077,STD CONTROL - LLCHD,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090078,STD CONTROL - NDHHS,NBS111,CASE,0610090078,STD CONTROL - NDHHS,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090078,STD CONTROL - NDHHS,NBS179,CASE,0610090078,STD CONTROL - NDHHS,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090079,SURVEILLANCE - DCHD,NBS111,CASE,0610090079,SURVEILLANCE - DCHD,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090079,SURVEILLANCE - DCHD,NBS179,CASE,0610090079,SURVEILLANCE - DCHD,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090080,SURVEILLANCE - NDHHS,NBS111,CASE,0610090080,SURVEILLANCE - NDHHS,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090080,SURVEILLANCE - NDHHS,NBS179,CASE,0610090080,SURVEILLANCE - NDHHS,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090081,SWITZERLAND,NBS111,CASE,0610090081,SWITZERLAND,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090081,SWITZERLAND,NBS179,CASE,0610090081,SWITZERLAND,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090082,TAIWAN,NBS111,CASE,0610090082,TAIWAN,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090082,TAIWAN,NBS179,CASE,0610090082,TAIWAN,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090083,TB PROGRAM CLIENT,NBS111,CASE,0610090083,TB PROGRAM CLIENT,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090083,TB PROGRAM CLIENT,NBS179,CASE,0610090083,TB PROGRAM CLIENT,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090084,TENNESSEE,NBS111,CASE,0610090084,TENNESSEE,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090084,TENNESSEE,NBS179,CASE,0610090084,TENNESSEE,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090085,TEXAS,NBS111,CASE,0610090085,TEXAS,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090085,TEXAS,NBS179,CASE,0610090085,TEXAS,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090086,THAILAND,NBS111,CASE,0610090086,THAILAND,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090086,THAILAND,NBS179,CASE,0610090086,THAILAND,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090087,TIJUANA,NBS111,CASE,0610090087,TIJUANA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090087,TIJUANA,NBS179,CASE,0610090087,TIJUANA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090088,UNITED KINGDOM,NBS111,CASE,0610090088,UNITED KINGDOM,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090088,UNITED KINGDOM,NBS179,CASE,0610090088,UNITED KINGDOM,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090089,UTAH,NBS111,CASE,0610090089,UTAH,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090089,UTAH,NBS179,CASE,0610090089,UTAH,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090090,VENEZUELA,NBS111,CASE,0610090090,VENEZUELA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090090,VENEZUELA,NBS179,CASE,0610090090,VENEZUELA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090091,VERMONT,NBS111,CASE,0610090091,VERMONT,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090091,VERMONT,NBS179,CASE,0610090091,VERMONT,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090092,VIRGIN ISLANDS,NBS111,CASE,0610090092,VIRGIN ISLANDS,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090092,VIRGIN ISLANDS,NBS179,CASE,0610090092,VIRGIN ISLANDS,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090093,VIRGINIA,NBS111,CASE,0610090093,VIRGINIA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090093,VIRGINIA,NBS179,CASE,0610090093,VIRGINIA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090094,WASHINGTON,NBS111,CASE,0610090094,WASHINGTON,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090094,WASHINGTON,NBS179,CASE,0610090094,WASHINGTON,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090095,WASHINGTON D.C.,NBS111,CASE,0610090095,WASHINGTON D.C.,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090095,WASHINGTON D.C.,NBS179,CASE,0610090095,WASHINGTON D.C.,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090096,WEST VIRGINIA,NBS111,CASE,0610090096,WEST VIRGINIA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090096,WEST VIRGINIA,NBS179,CASE,0610090096,WEST VIRGINIA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090097,WISCONSIN,NBS111,CASE,0610090097,WISCONSIN,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090097,WISCONSIN,NBS179,CASE,0610090097,WISCONSIN,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090098,WYOMING,NBS111,CASE,0610090098,WYOMING,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610090098,WYOMING,NBS179,CASE,0610090098,WYOMING,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610093400,LANCASTER,NBS111,CASE,0610093400,LANCASTER,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610093400,LANCASTER,NBS179,CASE,0610093400,LANCASTER,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610093961,DOUGLAS,NBS111,CASE,0610093961,DOUGLAS,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610093961,DOUGLAS,NBS179,CASE,0610093961,DOUGLAS,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610094234,UNKNOWN OOJ,NBS111,CASE,0610094234,UNKNOWN OOJ,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610094234,UNKNOWN OOJ,NBS179,CASE,0610094234,UNKNOWN OOJ,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610094239,SAUNDERS,NBS111,CASE,0610094239,SAUNDERS,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610094239,SAUNDERS,NBS179,CASE,0610094239,SAUNDERS,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610094240,NEMAHA,NBS111,CASE,0610094240,NEMAHA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610094240,NEMAHA,NBS179,CASE,0610094240,NEMAHA,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610094242,DODGE,NBS111,CASE,0610094242,DODGE,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
0610094242,DODGE,NBS179,CASE,0610094242,DODGE,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52-NE,STD*MIS v.5.2 - REF
