FROM_CODE,FROM_DISPLAY_NM,TO_UNIQUE_ID,TO_SUBJECT_AREA,TO_CODE,TO_DISPLAY_NM,CODE_TRANSLATION_REQUIRED,NBS_CODE_SYSTEM_CD,NBS_CODE_SYSTEM_DESC_TXT,FROM_CODE_SYSTEM_CD,FROM_CODE_SYSTEM_DESC_TXT
POLK,Polk,ORD115,ORGANIZATION,31143,Polk County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
POLK,Polk,NPP023,PROVIDER,31143,Polk County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
POLK,Polk,PLA231,PLACE,31143,Polk County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
RED WILLOW,Red Willow,DEM165,PATIENT,31145,Red Willow County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
RED WILLOW,Red Willow,NOT113,CASE,31145,Red Willow County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
RED WILLOW,Red Willow,ORD115,ORGANIZATION,31145,Red Willow County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
RED WILLOW,Red Willow,NPP023,PROVIDER,31145,Red Willow County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
RED WILLOW,Red Willow,PLA231,PLACE,31145,Red Willow County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
RICHARDSON,Richardson,DEM165,PATIENT,31147,Richardson County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
RICHARDSON,Richardson,NOT113,CASE,31147,Richardson County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
RICHARDSON,Richardson,ORD115,ORGANIZATION,31147,Richardson County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
RICHARDSON,Richardson,NPP023,PROVIDER,31147,Richardson County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
RICHARDSON,Richardson,PLA231,PLACE,31147,Richardson County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ROCK,Rock,DEM165,PATIENT,31149,Rock County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ROCK,Rock,NOT113,CASE,31149,Rock County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ROCK,Rock,ORD115,ORGANIZATION,31149,Rock County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ROCK,Rock,NPP023,PROVIDER,31149,Rock County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
ROCK,Rock,PLA231,PLACE,31149,Rock County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SALINE,Saline,DEM165,PATIENT,31151,Saline County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SALINE,Saline,NOT113,CASE,31151,Saline County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SALINE,Saline,ORD115,ORGANIZATION,31151,Saline County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SALINE,Saline,NPP023,PROVIDER,31151,Saline County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SALINE,Saline,PLA231,PLACE,31151,Saline County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SARPY,Sarpy,DEM165,PATIENT,31153,Sarpy County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SARPY,Sarpy,NOT113,CASE,31153,Sarpy County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SARPY,Sarpy,ORD115,ORGANIZATION,31153,Sarpy County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SARPY,Sarpy,NPP023,PROVIDER,31153,Sarpy County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SARPY,Sarpy,PLA231,PLACE,31153,Sarpy County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SAUNDERS,Saunders,DEM165,PATIENT,31155,Saunders County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SAUNDERS,Saunders,NOT113,CASE,31155,Saunders County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SAUNDERS,Saunders,ORD115,ORGANIZATION,31155,Saunders County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SAUNDERS,Saunders,NPP023,PROVIDER,31155,Saunders County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SAUNDERS,Saunders,PLA231,PLACE,31155,Saunders County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SCOTTS BLUFF,Scotts Bluff,DEM165,PATIENT,31157,Scotts Bluff County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SCOTTS BLUFF,Scotts Bluff,NOT113,CASE,31157,Scotts Bluff County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SCOTTS BLUFF,Scotts Bluff,ORD115,ORGANIZATION,31157,Scotts Bluff County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SCOTTS BLUFF,Scotts Bluff,NPP023,PROVIDER,31157,Scotts Bluff County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SCOTTS BLUFF,Scotts Bluff,PLA231,PLACE,31157,Scotts Bluff County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SEWARD,Seward,DEM165,PATIENT,31159,Seward County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SEWARD,Seward,NOT113,CASE,31159,Seward County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SEWARD,Seward,ORD115,ORGANIZATION,31159,Seward County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SEWARD,Seward,NPP023,PROVIDER,31159,Seward County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SEWARD,Seward,PLA231,PLACE,31159,Seward County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SHERIDAN,Sheridan,DEM165,PATIENT,31161,Sheridan County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SHERIDAN,Sheridan,NOT113,CASE,31161,Sheridan County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SHERIDAN,Sheridan,ORD115,ORGANIZATION,31161,Sheridan County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SHERIDAN,Sheridan,NPP023,PROVIDER,31161,Sheridan County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SHERIDAN,Sheridan,PLA231,PLACE,31161,Sheridan County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SHERMAN,Sherman,DEM165,PATIENT,31163,Sherman County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SHERMAN,Sherman,NOT113,CASE,31163,Sherman County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SHERMAN,Sherman,ORD115,ORGANIZATION,31163,Sherman County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SHERMAN,Sherman,NPP023,PROVIDER,31163,Sherman County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SHERMAN,Sherman,PLA231,PLACE,31163,Sherman County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SIOUX,Sioux,DEM165,PATIENT,31165,Sioux County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SIOUX,Sioux,NOT113,CASE,31165,Sioux County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SIOUX,Sioux,ORD115,ORGANIZATION,31165,Sioux County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SIOUX,Sioux,NPP023,PROVIDER,31165,Sioux County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
SIOUX,Sioux,PLA231,PLACE,31165,Sioux County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
STANTON,Stanton,DEM165,PATIENT,31167,Stanton County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
STANTON,Stanton,NOT113,CASE,31167,Stanton County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
STANTON,Stanton,ORD115,ORGANIZATION,31167,Stanton County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
STANTON,Stanton,NPP023,PROVIDER,31167,Stanton County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
STANTON,Stanton,PLA231,PLACE,31167,Stanton County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
THAYER,Thayer,DEM165,PATIENT,31169,Thayer County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
THAYER,Thayer,NOT113,CASE,31169,Thayer County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
THAYER,Thayer,ORD115,ORGANIZATION,31169,Thayer County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
THAYER,Thayer,NPP023,PROVIDER,31169,Thayer County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
THAYER,Thayer,PLA231,PLACE,31169,Thayer County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
THOMAS,Thomas,DEM165,PATIENT,31171,Thomas County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
THOMAS,Thomas,NOT113,CASE,31171,Thomas County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
THOMAS,Thomas,ORD115,ORGANIZATION,31171,Thomas County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
THOMAS,Thomas,NPP023,PROVIDER,31171,Thomas County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
THOMAS,Thomas,PLA231,PLACE,31171,Thomas County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
THURSTON,Thurston,DEM165,PATIENT,31173,Thurston County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
THURSTON,Thurston,NOT113,CASE,31173,Thurston County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
THURSTON,Thurston,ORD115,ORGANIZATION,31173,Thurston County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
THURSTON,Thurston,NPP023,PROVIDER,31173,Thurston County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
THURSTON,Thurston,PLA231,PLACE,31173,Thurston County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
VALLEY,Valley,DEM165,PATIENT,31175,Valley County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
VALLEY,Valley,NOT113,CASE,31175,Valley County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
VALLEY,Valley,ORD115,ORGANIZATION,31175,Valley County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
VALLEY,Valley,NPP023,PROVIDER,31175,Valley County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
VALLEY,Valley,PLA231,PLACE,31175,Valley County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WASHINGTON,Washington,DEM165,PATIENT,31177,Washington County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WASHINGTON,Washington,NOT113,CASE,31177,Washington County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE-NE,STD*MIS v.5.2 - REF
WASHINGTON,Washington,ORD115,ORGANIZATION,31177,Washington County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WASHINGTON,Washington,NPP023,PROVIDER,31177,Washington County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WASHINGTON,Washington,PLA231,PLACE,31177,Washington County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WAYNE,Wayne,DEM165,PATIENT,31179,Wayne County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WAYNE,Wayne,NOT113,CASE,31179,Wayne County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WAYNE,Wayne,ORD115,ORGANIZATION,31179,Wayne County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WAYNE,Wayne,NPP023,PROVIDER,31179,Wayne County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WAYNE,Wayne,PLA231,PLACE,31179,Wayne County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WEBSTER,Webster,DEM165,PATIENT,31181,Webster County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WEBSTER,Webster,NOT113,CASE,31181,Webster County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WEBSTER,Webster,ORD115,ORGANIZATION,31181,Webster County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WEBSTER,Webster,NPP023,PROVIDER,31181,Webster County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WEBSTER,Webster,PLA231,PLACE,31181,Webster County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WHEELER,Wheeler,DEM165,PATIENT,31183,Wheeler County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WHEELER,Wheeler,NOT113,CASE,31183,Wheeler County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WHEELER,Wheeler,ORD115,ORGANIZATION,31183,Wheeler County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WHEELER,Wheeler,NPP023,PROVIDER,31183,Wheeler County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
WHEELER,Wheeler,PLA231,PLACE,31183,Wheeler County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
YORK,York,DEM165,PATIENT,31185,York County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
YORK,York,NOT113,CASE,31185,York County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
YORK,York,ORD115,ORGANIZATION,31185,York County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
YORK,York,NPP023,PROVIDER,31185,York County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
YORK,York,PLA231,PLACE,31185,York County,Yes,2.16.840.1.113883.6.93,FIPS 6-4 (County),STDMIS52-NE,STD*MIS v.5.2 - REF
NV,NV,DEM162,PATIENT,32,Nevada,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NV,NV,ORD113,ORGANIZATION,32,Nevada,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NV,NV,NPP021,PROVIDER,32,Nevada,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NV,NV,PLA230,PLACE,32,Nevada,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NH,NH,DEM162,PATIENT,33,New Hampshire,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NH,NH,ORD113,ORGANIZATION,33,New Hampshire,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NH,NH,NPP021,PROVIDER,33,New Hampshire,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NH,NH,PLA230,PLACE,33,New Hampshire,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NJ,NJ,DEM162,PATIENT,34,New Jersey,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NJ,NJ,ORD113,ORGANIZATION,34,New Jersey,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NJ,NJ,NPP021,PROVIDER,34,New Jersey,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NJ,NJ,PLA230,PLACE,34,New Jersey,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NM,NM,DEM162,PATIENT,35,New Mexico,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NM,NM,ORD113,ORGANIZATION,35,New Mexico,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NM,NM,NPP021,PROVIDER,35,New Mexico,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NM,NM,PLA230,PLACE,35,New Mexico,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
350,Resistant gonorrhea,NBS250,CASE,350,350 - Resistant Gonorrhea,Yes,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
350,Resistant gonorrhea,NBS136,CASE,350,350 - Resistant Gonorrhea,YES,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
350,Resistant gonorrhea,NBS166,CASE,350,350 - Resistant Gonorrhea,YES,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
350,Resistant gonorrhea,NBS150,CASE,350,350 - Resistant Gonorrhea,YES,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
350,Resistant gonorrhea,CON097,CONTACT_RECORD,350,350 - Resistant Gonorrhea,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
470,Trichomoniasis,INV169,CASE,35089004,Urogenital infection by Trichomonas vaginalis,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
470,Trichomoniasis,LAB099,LAB_REPORT,35089004,Urogenital infection by Trichomonas vaginalis,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
470,Trichomoniasis,MRB121,MORBIDITY_REPORT,35089004,Urogenital infection by Trichomonas vaginalis,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
470,Trichomoniasis,MRB121,MORBIDITY_REPORT,35089004,Urogenital infection by Trichomonas vaginalis,Yes,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
NY,NY,DEM162,PATIENT,36,New York,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NY,NY,ORD113,ORGANIZATION,36,New York,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NY,NY,NPP021,PROVIDER,36,New York,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NY,NY,PLA230,PLACE,36,New York,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NC,NC,DEM162,PATIENT,37,North Carolina,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NC,NC,ORD113,ORGANIZATION,37,North Carolina,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NC,NC,NPP021,PROVIDER,37,North Carolina,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
NC,NC,PLA230,PLACE,37,North Carolina,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
ND,ND,DEM162,PATIENT,38,North Dakota,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
ND,ND,ORD113,ORGANIZATION,38,North Dakota,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
ND,ND,NPP021,PROVIDER,38,North Dakota,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
ND,ND,PLA230,PLACE,38,North Dakota,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
OH,OH,DEM162,PATIENT,39,Ohio,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
OH,OH,ORD113,ORGANIZATION,39,Ohio,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
OH,OH,NPP021,PROVIDER,39,Ohio,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
OH,OH,PLA230,PLACE,39,Ohio,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
4,PRIOR-POS. - NEW STD OR PREGNANCY,NBS153,CASE,4,4 - Prior Positive - New STD or Pregnacy,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
4,INDETERMINATE,NBS263,CASE,4,4 - Indeterminate,No,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
4,INDETERMINATE,STD106,CASE,4,Indeterminate,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
4,CONTRACT,NBS167,CASE,4,4 - Contract,No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
4,"PREV. NEG, NO TEST",NBS173,CASE,4,"4 - Prev. Neg, No Test",No,2.16.840.1.114222.4.5.1,NEDSS Base System,STDMIS52,STD*MIS v.5.2
4,INDETERMINATE,NBS263,MORBIDITY_REPORT,4,4 - Indeterminate,No,2.16.840.1.113883.6.96,SNOMED-CT,STDMIS52,STD*MIS v.5.2
OK,OK,DEM162,PATIENT,40,Oklahoma,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
OK,OK,ORD113,ORGANIZATION,40,Oklahoma,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
OK,OK,NPP021,PROVIDER,40,Oklahoma,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
OK,OK,PLA230,PLACE,40,Oklahoma,Yes,2.16.840.1.113883.6.92,FIPS 5-2 (State),STDMIS52,STD*MIS v.5.2
400,NGU,NBS250,CASE,400,400 - NGU,Yes,2.16.840.1.114222.4.5.277,Notifiable Event (Disease/Condition) Code List,STDMIS52,STD*MIS v.5.2
